   Log   |             Time stamp            |     Time since     |    Total time    | 
  level  |                                   |    previous log    |    since boot    | 
---------------------------------------------------------------------------------------
 Debug   | 2017-02-20T14:57:05.1589857+07:00 | 0:00:00:00.0000000 | 00:00:54.8030581 | [GetResourceAsync] - for Resource '103/101'; Getting took 0:00:00:00.0965075;
 Debug   | 2017-02-20T14:57:05.2192685+07:00 | 0:00:00:00.0602828 | 00:00:54.8633409 | [GetResourceAsync] - for Resource '110/3'; Try download Resource Finished 00:00:00.5249704;
 Debug   | 2017-02-20T14:57:05.4834746+07:00 | 0:00:00:00.2642061 | 00:00:55.1275470 | [GetResourceAsync] - for Resource '104/1010117'; Try download Resource Finished 00:00:00.5748112;
 Debug   | 2017-02-20T14:57:05.5094776+07:00 | 0:00:00:00.0260030 | 00:00:55.1535500 | [GetResourceAsync] - for Resource '110/3'; Getting took 0:00:00:00.9253993;
 Debug   | 2017-02-20T14:57:05.6195384+07:00 | 0:00:00:00.1100608 | 00:00:55.2636108 | [GetResourceAsync] - for Resource '102/112'; Try download Resource Finished 00:00:00.7066386;
 Debug   | 2017-02-20T14:57:05.6490576+07:00 | 0:00:00:00.0295192 | 00:00:55.2931300 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:05.6490576+07:00 | 0:00:00:00.0000000 | 00:00:55.2931300 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0000880;
 Debug   | 2017-02-20T14:57:05.6490576+07:00 | 0:00:00:00.0000000 | 00:00:55.2931300 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0001295;
 Debug   | 2017-02-20T14:57:05.7746464+07:00 | 0:00:00:00.1255888 | 00:00:55.4187188 | [GetResourceAsync] - for Resource '110/4'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:05.7746464+07:00 | 0:00:00:00.0000000 | 00:00:55.4187188 | [GetResourceAsync] - for Resource '110/4'; Try get Manifest-file Finished 00:00:00.0006838;
 Debug   | 2017-02-20T14:57:05.7806519+07:00 | 0:00:00:00.0060055 | 00:00:55.4247243 | [GetResourceAsync] - for Resource '110/4'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:05.9717871+07:00 | 0:00:00:00.1911352 | 00:00:55.6158595 | [GetResourceAsync] - for Resource '104/1010117'; Getting took 0:00:00:01.0996875;
 Debug   | 2017-02-20T14:57:06.0769191+07:00 | 0:00:00:00.1051320 | 00:00:55.7209915 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.0769191+07:00 | 0:00:00:00.0000000 | 00:00:55.7209915 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0006726;
 Debug   | 2017-02-20T14:57:06.0774182+07:00 | 0:00:00:00.0004991 | 00:00:55.7214906 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007265;
 Debug   | 2017-02-20T14:57:06.0774182+07:00 | 0:00:00:00.0000000 | 00:00:55.7214906 | [GetResourceAsync] - for Resource '104/1011216'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.0774182+07:00 | 0:00:00:00.0000000 | 00:00:55.7214906 | [GetResourceAsync] - for Resource '104/1011216'; Try get Manifest-file Finished 00:00:00.0000295;
 Debug   | 2017-02-20T14:57:06.0839232+07:00 | 0:00:00:00.0065050 | 00:00:55.7279956 | [GetResourceAsync] - for Resource '104/1011216'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:06.2170174+07:00 | 0:00:00:00.1330942 | 00:00:55.8610898 | [GetResourceAsync] - for Resource '110/4'; Try download Resource Finished 00:00:00.4364065;
 Debug   | 2017-02-20T14:57:06.3345997+07:00 | 0:00:00:00.1175823 | 00:00:55.9786721 | [GetResourceAsync] - for Resource '110/4'; Getting took 0:00:00:00.5596654;
 Debug   | 2017-02-20T14:57:06.3971435+07:00 | 0:00:00:00.0625438 | 00:00:56.0412159 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.3971435+07:00 | 0:00:00:00.0000000 | 00:00:56.0412159 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0008642;
 Debug   | 2017-02-20T14:57:06.3971435+07:00 | 0:00:00:00.0000000 | 00:00:56.0412159 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0009207;
 Debug   | 2017-02-20T14:57:06.5107251+07:00 | 0:00:00:00.1135816 | 00:00:56.1547975 | [GetResourceAsync] - for Resource '104/1011216'; Try download Resource Finished 00:00:00.4262052;
 Debug   | 2017-02-20T14:57:06.5122262+07:00 | 0:00:00:00.0015011 | 00:00:56.1562986 | [GetResourceAsync] - for Resource '102/112'; Getting took 0:00:00:01.6097663;
 Debug   | 2017-02-20T14:57:06.5127270+07:00 | 0:00:00:00.0005008 | 00:00:56.1567994 | [GetMetadataAsync] - for Resource '102'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.5127270+07:00 | 0:00:00:00.0000000 | 00:00:56.1567994 | [GetMetadataAsync] - for Resource '102'; Try get Manifest-file Finished 00:00:00.0000436;
 Debug   | 2017-02-20T14:57:06.5127270+07:00 | 0:00:00:00.0000000 | 00:00:56.1567994 | [GetMetadataAsync] - for Resource '102'; Getting took 0:00:00:00.0000996;
 Debug   | 2017-02-20T14:57:06.6474496+07:00 | 0:00:00:00.1347226 | 00:00:56.2915220 | [GetResourceAsync] - for Resource '110/5'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.6474496+07:00 | 0:00:00:00.0000000 | 00:00:56.2915220 | [GetResourceAsync] - for Resource '110/5'; Try get Manifest-file Finished 00:00:00.0005918;
 Debug   | 2017-02-20T14:57:06.6519519+07:00 | 0:00:00:00.0045023 | 00:00:56.2960243 | [GetResourceAsync] - for Resource '110/5'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:06.7795717+07:00 | 0:00:00:00.1276198 | 00:00:56.4236441 | [GetResourceAsync] - for Resource '104/1011216'; Getting took 0:00:00:00.7015829;
 Debug   | 2017-02-20T14:57:06.8185715+07:00 | 0:00:00:00.0389998 | 00:00:56.4626439 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.8185715+07:00 | 0:00:00:00.0000000 | 00:00:56.4626439 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007060;
 Debug   | 2017-02-20T14:57:06.8190710+07:00 | 0:00:00:00.0004995 | 00:00:56.4631434 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007543;
 Debug   | 2017-02-20T14:57:06.8190710+07:00 | 0:00:00:00.0000000 | 00:00:56.4631434 | [GetResourceAsync] - for Resource '104/1011116'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:06.8190710+07:00 | 0:00:00:00.0000000 | 00:00:56.4631434 | [GetResourceAsync] - for Resource '104/1011116'; Try get Manifest-file Finished 00:00:00.0000265;
 Debug   | 2017-02-20T14:57:06.8230802+07:00 | 0:00:00:00.0040092 | 00:00:56.4671526 | [GetResourceAsync] - for Resource '104/1011116'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:07.2727748+07:00 | 0:00:00:00.4496946 | 00:00:56.9168472 | [GetResourceAsync] - for Resource '104/1011116'; Try download Resource Finished 00:00:00.4492053;
 Debug   | 2017-02-20T14:57:07.4408937+07:00 | 0:00:00:00.1681189 | 00:00:57.0849661 | [GetResourceAsync] - for Resource '110/5'; Try download Resource Finished 00:00:00.7881587;
 Debug   | 2017-02-20T14:57:07.5239738+07:00 | 0:00:00:00.0830801 | 00:00:57.1680462 | [GetResourceAsync] - for Resource '104/1011116'; Getting took 0:00:00:00.7046693;
 Debug   | 2017-02-20T14:57:07.5624968+07:00 | 0:00:00:00.0385230 | 00:00:57.2065692 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:07.5685006+07:00 | 0:00:00:00.0060038 | 00:00:57.2125730 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007509;
 Debug   | 2017-02-20T14:57:07.5685006+07:00 | 0:00:00:00.0000000 | 00:00:57.2125730 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0067603;
 Debug   | 2017-02-20T14:57:07.5685006+07:00 | 0:00:00:00.0000000 | 00:00:57.2125730 | [GetResourceAsync] - for Resource '104/1011016'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:07.5685006+07:00 | 0:00:00:00.0000000 | 00:00:57.2125730 | [GetResourceAsync] - for Resource '104/1011016'; Try get Manifest-file Finished 00:00:00.0000307;
 Debug   | 2017-02-20T14:57:07.5740088+07:00 | 0:00:00:00.0055082 | 00:00:57.2180812 | [GetResourceAsync] - for Resource '104/1011016'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:07.6495917+07:00 | 0:00:00:00.0755829 | 00:00:57.2936641 | [GetResourceAsync] - for Resource '110/5'; Getting took 0:00:00:01.0022186;
 Debug   | 2017-02-20T14:57:07.6796078+07:00 | 0:00:00:00.0300161 | 00:00:57.3236802 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:07.6796078+07:00 | 0:00:00:00.0000000 | 00:00:57.3236802 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0000987;
 Debug   | 2017-02-20T14:57:07.6796078+07:00 | 0:00:00:00.0000000 | 00:00:57.3236802 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0001462;
 Debug   | 2017-02-20T14:57:07.8262046+07:00 | 0:00:00:00.1465968 | 00:00:57.4702770 | [GetResourceAsync] - for Resource '110/6'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:07.8262046+07:00 | 0:00:00:00.0000000 | 00:00:57.4702770 | [GetResourceAsync] - for Resource '110/6'; Try get Manifest-file Finished 00:00:00.0007967;
 Debug   | 2017-02-20T14:57:07.8316876+07:00 | 0:00:00:00.0054830 | 00:00:57.4757600 | [GetResourceAsync] - for Resource '110/6'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:08.0259827+07:00 | 0:00:00:00.1942951 | 00:00:57.6700551 | [GetResourceAsync] - for Resource '104/1011016'; Try download Resource Finished 00:00:00.4521291;
 Debug   | 2017-02-20T14:57:08.3764036+07:00 | 0:00:00:00.3504209 | 00:00:58.0204760 | [GetResourceAsync] - for Resource '104/1011016'; Getting took 0:00:00:00.8069514;
 Debug   | 2017-02-20T14:57:08.4219358+07:00 | 0:00:00:00.0455322 | 00:00:58.0660082 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:08.4219358+07:00 | 0:00:00:00.0000000 | 00:00:58.0660082 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0006885;
 Debug   | 2017-02-20T14:57:08.4219358+07:00 | 0:00:00:00.0000000 | 00:00:58.0660082 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007291;
 Debug   | 2017-02-20T14:57:08.4219358+07:00 | 0:00:00:00.0000000 | 00:00:58.0660082 | [GetResourceAsync] - for Resource '104/1010916'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:08.4219358+07:00 | 0:00:00:00.0000000 | 00:00:58.0660082 | [GetResourceAsync] - for Resource '104/1010916'; Try get Manifest-file Finished 00:00:00.0000265;
 Debug   | 2017-02-20T14:57:08.4279580+07:00 | 0:00:00:00.0060222 | 00:00:58.0720304 | [GetResourceAsync] - for Resource '104/1010916'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:08.5511960+07:00 | 0:00:00:00.1232380 | 00:00:58.1952684 | [GetResourceAsync] - for Resource '110/6'; Try download Resource Finished 00:00:00.7186454;
 Debug   | 2017-02-20T14:57:08.7884352+07:00 | 0:00:00:00.2372392 | 00:00:58.4325076 | [GetResourceAsync] - for Resource '104/1010916'; Try download Resource Finished 00:00:00.3604001;
 Debug   | 2017-02-20T14:57:08.8674920+07:00 | 0:00:00:00.0790568 | 00:00:58.5115644 | [GetResourceAsync] - for Resource '110/6'; Getting took 0:00:00:01.0419069;
 Debug   | 2017-02-20T14:57:08.9302928+07:00 | 0:00:00:00.0628008 | 00:00:58.5743652 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:08.9307927+07:00 | 0:00:00:00.0004999 | 00:00:58.5748651 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0007137;
 Debug   | 2017-02-20T14:57:08.9307927+07:00 | 0:00:00:00.0000000 | 00:00:58.5748651 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0007629;
 Debug   | 2017-02-20T14:57:09.0343655+07:00 | 0:00:00:00.1035728 | 00:00:58.6784379 | [GetResourceAsync] - for Resource '110/7'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:09.0343655+07:00 | 0:00:00:00.0000000 | 00:00:58.6784379 | [GetResourceAsync] - for Resource '110/7'; Try get Manifest-file Finished 00:00:00.0006850;
 Debug   | 2017-02-20T14:57:09.0403698+07:00 | 0:00:00:00.0060043 | 00:00:58.6844422 | [GetResourceAsync] - for Resource '110/7'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:09.1654587+07:00 | 0:00:00:00.1250889 | 00:00:58.8095311 | [GetResourceAsync] - for Resource '104/1010916'; Getting took 0:00:00:00.7426248;
 Debug   | 2017-02-20T14:57:09.2019901+07:00 | 0:00:00:00.0365314 | 00:00:58.8460625 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:09.2019901+07:00 | 0:00:00:00.0000000 | 00:00:58.8460625 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007453;
 Debug   | 2017-02-20T14:57:09.2019901+07:00 | 0:00:00:00.0000000 | 00:00:58.8460625 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007855;
 Debug   | 2017-02-20T14:57:09.2019901+07:00 | 0:00:00:00.0000000 | 00:00:58.8460625 | [GetResourceAsync] - for Resource '104/1010816'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:09.2019901+07:00 | 0:00:00:00.0000000 | 00:00:58.8460625 | [GetResourceAsync] - for Resource '104/1010816'; Try get Manifest-file Finished 00:00:00.0000265;
 Debug   | 2017-02-20T14:57:09.2134927+07:00 | 0:00:00:00.0115026 | 00:00:58.8575651 | [GetResourceAsync] - for Resource '104/1010816'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:09.5243343+07:00 | 0:00:00:00.3108416 | 00:00:59.1684067 | [GetResourceAsync] - for Resource '110/7'; Try download Resource Finished 00:00:00.4835116;
 Debug   | 2017-02-20T14:57:09.6910766+07:00 | 0:00:00:00.1667423 | 00:00:59.3351490 | [GetResourceAsync] - for Resource '104/1010816'; Try download Resource Finished 00:00:00.4782164;
 Debug   | 2017-02-20T14:57:09.8326810+07:00 | 0:00:00:00.1416044 | 00:00:59.4767534 | [GetResourceAsync] - for Resource '110/7'; Getting took 0:00:00:00.7983077;
 Debug   | 2017-02-20T14:57:09.8617024+07:00 | 0:00:00:00.0290214 | 00:00:59.5057748 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:09.8617024+07:00 | 0:00:00:00.0000000 | 00:00:59.5057748 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0000902;
 Debug   | 2017-02-20T14:57:09.8617024+07:00 | 0:00:00:00.0000000 | 00:00:59.5057748 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0001334;
 Debug   | 2017-02-20T14:57:09.9992933+07:00 | 0:00:00:00.1375909 | 00:00:59.6433657 | [GetResourceAsync] - for Resource '110/8'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:09.9992933+07:00 | 0:00:00:00.0000000 | 00:00:59.6433657 | [GetResourceAsync] - for Resource '110/8'; Try get Manifest-file Finished 00:00:00.0007278;
 Debug   | 2017-02-20T14:57:10.0308434+07:00 | 0:00:00:00.0315501 | 00:00:59.6749158 | [GetResourceAsync] - for Resource '104/1010816'; Getting took 0:00:00:00.8277935;
 Debug   | 2017-02-20T14:57:10.0308434+07:00 | 0:00:00:00.0000000 | 00:00:59.6749158 | [GetResourceAsync] - for Resource '110/8'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:10.0740299+07:00 | 0:00:00:00.0431865 | 00:00:59.7181023 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:10.0740299+07:00 | 0:00:00:00.0000000 | 00:00:59.7181023 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0009267;
 Debug   | 2017-02-20T14:57:10.0740299+07:00 | 0:00:00:00.0000000 | 00:00:59.7181023 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0009720;
 Debug   | 2017-02-20T14:57:10.0740299+07:00 | 0:00:00:00.0000000 | 00:00:59.7181023 | [GetResourceAsync] - for Resource '104/1010716'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:10.0740299+07:00 | 0:00:00:00.0000000 | 00:00:59.7181023 | [GetResourceAsync] - for Resource '104/1010716'; Try get Manifest-file Finished 00:00:00.0000325;
 Debug   | 2017-02-20T14:57:10.0790613+07:00 | 0:00:00:00.0050314 | 00:00:59.7231337 | [GetResourceAsync] - for Resource '104/1010716'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:10.5773380+07:00 | 0:00:00:00.4982767 | 00:01:00.2214104 | [GetResourceAsync] - for Resource '110/8'; Try download Resource Finished 00:00:00.5452210;
 Debug   | 2017-02-20T14:57:10.6994269+07:00 | 0:00:00:00.1220889 | 00:01:00.3434993 | [GetResourceAsync] - for Resource '104/1010716'; Try download Resource Finished 00:00:00.6204448;
 Debug   | 2017-02-20T14:57:10.8165132+07:00 | 0:00:00:00.1170863 | 00:01:00.4605856 | [GetResourceAsync] - for Resource '110/8'; Getting took 0:00:00:00.8174567;
 Debug   | 2017-02-20T14:57:10.8795586+07:00 | 0:00:00:00.0630454 | 00:01:00.5236310 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:10.8800577+07:00 | 0:00:00:00.0004991 | 00:01:00.5241301 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0006799;
 Debug   | 2017-02-20T14:57:10.8800577+07:00 | 0:00:00:00.0000000 | 00:01:00.5241301 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0007291;
 Debug   | 2017-02-20T14:57:10.9871565+07:00 | 0:00:00:00.1070988 | 00:01:00.6312289 | [GetResourceAsync] - for Resource '110/9'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:10.9871565+07:00 | 0:00:00:00.0000000 | 00:01:00.6312289 | [GetResourceAsync] - for Resource '110/9'; Try get Manifest-file Finished 00:00:00.0000923;
 Debug   | 2017-02-20T14:57:10.9886294+07:00 | 0:00:00:00.0014729 | 00:01:00.6327018 | [GetResourceAsync] - for Resource '104/1010716'; Getting took 0:00:00:00.9146229;
 Debug   | 2017-02-20T14:57:11.0166483+07:00 | 0:00:00:00.0280189 | 00:01:00.6607207 | [GetResourceAsync] - for Resource '110/9'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:11.0346628+07:00 | 0:00:00:00.0180145 | 00:01:00.6787352 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:11.0346628+07:00 | 0:00:00:00.0000000 | 00:01:00.6787352 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000885;
 Debug   | 2017-02-20T14:57:11.0346628+07:00 | 0:00:00:00.0000000 | 00:01:00.6787352 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001359;
 Debug   | 2017-02-20T14:57:11.0351683+07:00 | 0:00:00:00.0005055 | 00:01:00.6792407 | [GetResourceAsync] - for Resource '104/1010616'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:11.0351683+07:00 | 0:00:00:00.0000000 | 00:01:00.6792407 | [GetResourceAsync] - for Resource '104/1010616'; Try get Manifest-file Finished 00:00:00.0000286;
 Debug   | 2017-02-20T14:57:11.0401718+07:00 | 0:00:00:00.0050035 | 00:01:00.6842442 | [GetResourceAsync] - for Resource '104/1010616'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:11.0681912+07:00 | 0:00:00:00.0280194 | 00:01:00.7122636 | [GetResourceAsync] - for Resource '110/9'; Resource 'GlobalData\EvaluationSeeds\KlondikeCumulativeVegasDraw1\8\KlondikeCumulativeVegasDraw1.zip' decompression failed, ErrorCode: ResourceDecompressionFailed, ErrorParams: System.Int32[], FullErrorCode: 108_110_9;
 Debug   | 2017-02-20T14:57:11.0681912+07:00 | 0:00:00:00.0000000 | 00:01:00.7122636 | [GetResourceAsync] - for Resource '110/9'; Getting took 0:00:00:00.0811120;
 Debug   | 2017-02-20T14:57:11.0686873+07:00 | 0:00:00:00.0004961 | 00:01:00.7127597 | [GetResourceAsync] - for Resource '110/10'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:11.0686873+07:00 | 0:00:00:00.0000000 | 00:01:00.7127597 | [GetResourceAsync] - for Resource '110/10'; Try get Manifest-file Finished 00:00:00.0000478;
 Debug   | 2017-02-20T14:57:11.0762208+07:00 | 0:00:00:00.0075335 | 00:01:00.7202932 | [GetResourceAsync] - for Resource '110/10'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:11.6447879+07:00 | 0:00:00:00.5685671 | 00:01:01.2888603 | [GetResourceAsync] - for Resource '104/1010616'; Try download Resource Finished 00:00:00.6036709;
 Debug   | 2017-02-20T14:57:11.7450973+07:00 | 0:00:00:00.1003094 | 00:01:01.3891697 | [GetResourceAsync] - for Resource '110/10'; Try download Resource Finished 00:00:00.6691027;
 Debug   | 2017-02-20T14:57:11.7941320+07:00 | 0:00:00:00.0490347 | 00:01:01.4382044 | [GetResourceAsync] - for Resource '110/10'; Getting took 0:00:00:00.7248759;
 Debug   | 2017-02-20T14:57:11.8226517+07:00 | 0:00:00:00.0285197 | 00:01:01.4667241 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:11.8226517+07:00 | 0:00:00:00.0000000 | 00:01:01.4667241 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0000842;
 Debug   | 2017-02-20T14:57:11.8231525+07:00 | 0:00:00:00.0005008 | 00:01:01.4672249 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0001248;
 Debug   | 2017-02-20T14:57:11.9421452+07:00 | 0:00:00:00.1189927 | 00:01:01.5862176 | [GetResourceAsync] - for Resource '110/11'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:11.9421452+07:00 | 0:00:00:00.0000000 | 00:01:01.5862176 | [GetResourceAsync] - for Resource '110/11'; Try get Manifest-file Finished 00:00:00.0006295;
 Debug   | 2017-02-20T14:57:11.9471479+07:00 | 0:00:00:00.0050027 | 00:01:01.5912203 | [GetResourceAsync] - for Resource '110/11'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:11.9966838+07:00 | 0:00:00:00.0495359 | 00:01:01.6407562 | [GetResourceAsync] - for Resource '104/1010616'; Getting took 0:00:00:00.9618503;
 Debug   | 2017-02-20T14:57:12.0342043+07:00 | 0:00:00:00.0375205 | 00:01:01.6782767 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:12.0342043+07:00 | 0:00:00:00.0000000 | 00:01:01.6782767 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0008471;
 Debug   | 2017-02-20T14:57:12.0342043+07:00 | 0:00:00:00.0000000 | 00:01:01.6782767 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0009177;
 Debug   | 2017-02-20T14:57:12.0342043+07:00 | 0:00:00:00.0000000 | 00:01:01.6782767 | [GetResourceAsync] - for Resource '104/1010516'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:12.0347060+07:00 | 0:00:00:00.0005017 | 00:01:01.6787784 | [GetResourceAsync] - for Resource '104/1010516'; Try get Manifest-file Finished 00:00:00.0000491;
 Debug   | 2017-02-20T14:57:12.0392151+07:00 | 0:00:00:00.0045091 | 00:01:01.6832875 | [GetResourceAsync] - for Resource '104/1010516'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:12.0815960+07:00 | 0:00:00:00.0423809 | 00:01:01.7256684 | [GetResourceAsync] - for Resource '110/11'; Try download Resource Finished 00:00:00.1340554;
 Debug   | 2017-02-20T14:57:12.0970791+07:00 | 0:00:00:00.0154831 | 00:01:01.7411515 | [GetResourceAsync] - for Resource '110/11'; Getting took 0:00:00:00.1554244;
 Debug   | 2017-02-20T14:57:12.1260992+07:00 | 0:00:00:00.0290201 | 00:01:01.7701716 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:12.1260992+07:00 | 0:00:00:00.0000000 | 00:01:01.7701716 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0000842;
 Debug   | 2017-02-20T14:57:12.1260992+07:00 | 0:00:00:00.0000000 | 00:01:01.7701716 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0001205;
 Debug   | 2017-02-20T14:57:12.2447135+07:00 | 0:00:00:00.1186143 | 00:01:01.8887859 | [GetResourceAsync] - for Resource '110/12'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:12.2452117+07:00 | 0:00:00:00.0004982 | 00:01:01.8892841 | [GetResourceAsync] - for Resource '110/12'; Try get Manifest-file Finished 00:00:00.0011281;
 Debug   | 2017-02-20T14:57:12.2501878+07:00 | 0:00:00:00.0049761 | 00:01:01.8942602 | [GetResourceAsync] - for Resource '110/12'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:12.5439076+07:00 | 0:00:00:00.2937198 | 00:01:02.1879800 | [GetResourceAsync] - for Resource '104/1010516'; Try download Resource Finished 00:00:00.5042733;
 Debug   | 2017-02-20T14:57:12.6737383+07:00 | 0:00:00:00.1298307 | 00:01:02.3178107 | [GetResourceAsync] - for Resource '110/12'; Try download Resource Finished 00:00:00.4236192;
 Debug   | 2017-02-20T14:57:12.6912216+07:00 | 0:00:00:00.0174833 | 00:01:02.3352940 | [GetResourceAsync] - for Resource '110/12'; Getting took 0:00:00:00.4473531;
 Debug   | 2017-02-20T14:57:12.7247457+07:00 | 0:00:00:00.0335241 | 00:01:02.3688181 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:12.7247457+07:00 | 0:00:00:00.0000000 | 00:01:02.3688181 | [GetMetadataAsync] - for Resource '110'; Try get Manifest-file Finished 00:00:00.0006812;
 Debug   | 2017-02-20T14:57:12.7247457+07:00 | 0:00:00:00.0000000 | 00:01:02.3688181 | [GetMetadataAsync] - for Resource '110'; Getting took 0:00:00:00.0007201;
 Debug   | 2017-02-20T14:57:12.9264165+07:00 | 0:00:00:00.2016708 | 00:01:02.5704889 | [GetResourceAsync] - for Resource '104/1010516'; Getting took 0:00:00:00.8912850;
 Debug   | 2017-02-20T14:57:12.9639144+07:00 | 0:00:00:00.0374979 | 00:01:02.6079868 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
