   Log   |             Time stamp            |     Time since     |    Total time    | 
  level  |                                   |    previous log    |    since boot    | 
---------------------------------------------------------------------------------------
 Debug   | 2017-02-20T14:57:12.9639144+07:00 | 0:00:00:00.0000000 | 00:01:02.6079868 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007590;
 Debug   | 2017-02-20T14:57:12.9639144+07:00 | 0:00:00:00.0000000 | 00:01:02.6079868 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0008027;
 Debug   | 2017-02-20T14:57:12.9644152+07:00 | 0:00:00:00.0005008 | 00:01:02.6084876 | [GetResourceAsync] - for Resource '104/1010416'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:12.9644152+07:00 | 0:00:00:00.0000000 | 00:01:02.6084876 | [GetResourceAsync] - for Resource '104/1010416'; Try get Manifest-file Finished 00:00:00.0000273;
 Debug   | 2017-02-20T14:57:12.9694183+07:00 | 0:00:00:00.0050031 | 00:01:02.6134907 | [GetResourceAsync] - for Resource '104/1010416'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:13.3580329+07:00 | 0:00:00:00.3886146 | 00:01:03.0021053 | [GetResourceAsync] - for Resource '104/1010416'; Try download Resource Finished 00:00:00.3879825;
 Debug   | 2017-02-20T14:57:13.5972295+07:00 | 0:00:00:00.2391966 | 00:01:03.2413019 | [GetResourceAsync] - for Resource '104/1010416'; Getting took 0:00:00:00.6325751;
 Debug   | 2017-02-20T14:57:13.6314541+07:00 | 0:00:00:00.0342246 | 00:01:03.2755265 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:13.6314541+07:00 | 0:00:00:00.0000000 | 00:01:03.2755265 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007321;
 Debug   | 2017-02-20T14:57:13.6314541+07:00 | 0:00:00:00.0000000 | 00:01:03.2755265 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007821;
 Debug   | 2017-02-20T14:57:13.6314541+07:00 | 0:00:00:00.0000000 | 00:01:03.2755265 | [GetResourceAsync] - for Resource '104/1010316'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:13.6314541+07:00 | 0:00:00:00.0000000 | 00:01:03.2755265 | [GetResourceAsync] - for Resource '104/1010316'; Try get Manifest-file Finished 00:00:00.0000260;
 Debug   | 2017-02-20T14:57:13.6359791+07:00 | 0:00:00:00.0045250 | 00:01:03.2800515 | [GetResourceAsync] - for Resource '104/1010316'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:13.9941405+07:00 | 0:00:00:00.3581614 | 00:01:03.6382129 | [GetResourceAsync] - for Resource '104/1010316'; Try download Resource Finished 00:00:00.3579501;
 Debug   | 2017-02-20T14:57:14.2323372+07:00 | 0:00:00:00.2381967 | 00:01:03.8764096 | [GetResourceAsync] - for Resource '104/1010316'; Getting took 0:00:00:00.6001826;
 Debug   | 2017-02-20T14:57:14.2698287+07:00 | 0:00:00:00.0374915 | 00:01:03.9139011 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:14.2698287+07:00 | 0:00:00:00.0000000 | 00:01:03.9139011 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007364;
 Debug   | 2017-02-20T14:57:14.2698287+07:00 | 0:00:00:00.0000000 | 00:01:03.9139011 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007800;
 Debug   | 2017-02-20T14:57:14.2698287+07:00 | 0:00:00:00.0000000 | 00:01:03.9139011 | [GetResourceAsync] - for Resource '104/1010216'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:14.2698287+07:00 | 0:00:00:00.0000000 | 00:01:03.9139011 | [GetResourceAsync] - for Resource '104/1010216'; Try get Manifest-file Finished 00:00:00.0000265;
 Debug   | 2017-02-20T14:57:14.2738050+07:00 | 0:00:00:00.0039763 | 00:01:03.9178774 | [GetResourceAsync] - for Resource '104/1010216'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:14.5955454+07:00 | 0:00:00:00.3217404 | 00:01:04.2396178 | [GetResourceAsync] - for Resource '104/1010216'; Try download Resource Finished 00:00:00.3210035;
 Debug   | 2017-02-20T14:57:14.8674659+07:00 | 0:00:00:00.2719205 | 00:01:04.5115383 | [GetResourceAsync] - for Resource '104/1010216'; Getting took 0:00:00:00.5970094;
 Debug   | 2017-02-20T14:57:14.8990908+07:00 | 0:00:00:00.0316249 | 00:01:04.5431632 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:14.8990908+07:00 | 0:00:00:00.0000000 | 00:01:04.5431632 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000915;
 Debug   | 2017-02-20T14:57:14.8990908+07:00 | 0:00:00:00.0000000 | 00:01:04.5431632 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001603;
 Debug   | 2017-02-20T14:57:14.8990908+07:00 | 0:00:00:00.0000000 | 00:01:04.5431632 | [GetResourceAsync] - for Resource '104/1010116'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:14.8990908+07:00 | 0:00:00:00.0000000 | 00:01:04.5431632 | [GetResourceAsync] - for Resource '104/1010116'; Try get Manifest-file Finished 00:00:00.0000350;
 Debug   | 2017-02-20T14:57:14.9036265+07:00 | 0:00:00:00.0045357 | 00:01:04.5476989 | [GetResourceAsync] - for Resource '104/1010116'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:15.2919807+07:00 | 0:00:00:00.3883542 | 00:01:04.9360531 | [GetResourceAsync] - for Resource '104/1010116'; Try download Resource Finished 00:00:00.3879397;
 Debug   | 2017-02-20T14:57:15.5176390+07:00 | 0:00:00:00.2256583 | 00:01:05.1617114 | [GetResourceAsync] - for Resource '104/1010116'; Getting took 0:00:00:00.6178519;
 Debug   | 2017-02-20T14:57:15.5623056+07:00 | 0:00:00:00.0446666 | 00:01:05.2063780 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:15.5623056+07:00 | 0:00:00:00.0000000 | 00:01:05.2063780 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007629;
 Debug   | 2017-02-20T14:57:15.5623056+07:00 | 0:00:00:00.0000000 | 00:01:05.2063780 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0008052;
 Debug   | 2017-02-20T14:57:15.5623056+07:00 | 0:00:00:00.0000000 | 00:01:05.2063780 | [GetResourceAsync] - for Resource '104/1011215'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:15.5623056+07:00 | 0:00:00:00.0000000 | 00:01:05.2063780 | [GetResourceAsync] - for Resource '104/1011215'; Try get Manifest-file Finished 00:00:00.0000256;
 Debug   | 2017-02-20T14:57:15.5673322+07:00 | 0:00:00:00.0050266 | 00:01:05.2114046 | [GetResourceAsync] - for Resource '104/1011215'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:16.0462235+07:00 | 0:00:00:00.4788913 | 00:01:05.6902959 | [GetResourceAsync] - for Resource '104/1011215'; Try download Resource Finished 00:00:00.4787206;
 Debug   | 2017-02-20T14:57:16.3045866+07:00 | 0:00:00:00.2583631 | 00:01:05.9486590 | [GetResourceAsync] - for Resource '104/1011215'; Getting took 0:00:00:00.7417168;
 Debug   | 2017-02-20T14:57:16.3396383+07:00 | 0:00:00:00.0350517 | 00:01:05.9837107 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:16.3401391+07:00 | 0:00:00:00.0005008 | 00:01:05.9842115 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007578;
 Debug   | 2017-02-20T14:57:16.3401391+07:00 | 0:00:00:00.0000000 | 00:01:05.9842115 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0008009;
 Debug   | 2017-02-20T14:57:16.3401391+07:00 | 0:00:00:00.0000000 | 00:01:05.9842115 | [GetResourceAsync] - for Resource '104/1011115'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:16.3401391+07:00 | 0:00:00:00.0000000 | 00:01:05.9842115 | [GetResourceAsync] - for Resource '104/1011115'; Try get Manifest-file Finished 00:00:00.0000269;
 Debug   | 2017-02-20T14:57:16.3456442+07:00 | 0:00:00:00.0055051 | 00:01:05.9897166 | [GetResourceAsync] - for Resource '104/1011115'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:16.6915235+07:00 | 0:00:00:00.3458793 | 00:01:06.3355959 | [GetResourceAsync] - for Resource '104/1011115'; Try download Resource Finished 00:00:00.3457325;
 Debug   | 2017-02-20T14:57:16.9116638+07:00 | 0:00:00:00.2201403 | 00:01:06.5557362 | [GetResourceAsync] - for Resource '104/1011115'; Getting took 0:00:00:00.5712108;
 Debug   | 2017-02-20T14:57:16.9418523+07:00 | 0:00:00:00.0301885 | 00:01:06.5859247 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:16.9418523+07:00 | 0:00:00:00.0000000 | 00:01:06.5859247 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000829;
 Debug   | 2017-02-20T14:57:16.9418523+07:00 | 0:00:00:00.0000000 | 00:01:06.5859247 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001334;
 Debug   | 2017-02-20T14:57:16.9418523+07:00 | 0:00:00:00.0000000 | 00:01:06.5859247 | [GetResourceAsync] - for Resource '104/1011015'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:16.9418523+07:00 | 0:00:00:00.0000000 | 00:01:06.5859247 | [GetResourceAsync] - for Resource '104/1011015'; Try get Manifest-file Finished 00:00:00.0000568;
 Debug   | 2017-02-20T14:57:16.9468789+07:00 | 0:00:00:00.0050266 | 00:01:06.5909513 | [GetResourceAsync] - for Resource '104/1011015'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:17.2857091+07:00 | 0:00:00:00.3388302 | 00:01:06.9297815 | [GetResourceAsync] - for Resource '104/1011015'; Try download Resource Finished 00:00:00.3384162;
 Debug   | 2017-02-20T14:57:17.5163650+07:00 | 0:00:00:00.2306559 | 00:01:07.1604374 | [GetResourceAsync] - for Resource '104/1011015'; Getting took 0:00:00:00.5737489;
 Debug   | 2017-02-20T14:57:17.5470705+07:00 | 0:00:00:00.0307055 | 00:01:07.1911429 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:17.5470705+07:00 | 0:00:00:00.0000000 | 00:01:07.1911429 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000885;
 Debug   | 2017-02-20T14:57:17.5470705+07:00 | 0:00:00:00.0000000 | 00:01:07.1911429 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001364;
 Debug   | 2017-02-20T14:57:17.5470705+07:00 | 0:00:00:00.0000000 | 00:01:07.1911429 | [GetResourceAsync] - for Resource '104/1010915'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:17.5470705+07:00 | 0:00:00:00.0000000 | 00:01:07.1911429 | [GetResourceAsync] - for Resource '104/1010915'; Try get Manifest-file Finished 00:00:00.0000329;
 Debug   | 2017-02-20T14:57:17.5531748+07:00 | 0:00:00:00.0061043 | 00:01:07.1972472 | [GetResourceAsync] - for Resource '104/1010915'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:18.0325985+07:00 | 0:00:00:00.4794237 | 00:01:07.6766709 | [GetResourceAsync] - for Resource '104/1010915'; Try download Resource Finished 00:00:00.4791298;
 Debug   | 2017-02-20T14:57:18.2607368+07:00 | 0:00:00:00.2281383 | 00:01:07.9048092 | [GetResourceAsync] - for Resource '104/1010915'; Getting took 0:00:00:00.7127998;
 Debug   | 2017-02-20T14:57:18.2997875+07:00 | 0:00:00:00.0390507 | 00:01:07.9438599 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:18.2997875+07:00 | 0:00:00:00.0000000 | 00:01:07.9438599 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007235;
 Debug   | 2017-02-20T14:57:18.2997875+07:00 | 0:00:00:00.0000000 | 00:01:07.9438599 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007654;
 Debug   | 2017-02-20T14:57:18.2997875+07:00 | 0:00:00:00.0000000 | 00:01:07.9438599 | [GetResourceAsync] - for Resource '104/1010815'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:18.2997875+07:00 | 0:00:00:00.0000000 | 00:01:07.9438599 | [GetResourceAsync] - for Resource '104/1010815'; Try get Manifest-file Finished 00:00:00.0000256;
 Debug   | 2017-02-20T14:57:18.3042906+07:00 | 0:00:00:00.0045031 | 00:01:07.9483630 | [GetResourceAsync] - for Resource '104/1010815'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:18.6401722+07:00 | 0:00:00:00.3358816 | 00:01:08.2842446 | [GetResourceAsync] - for Resource '104/1010815'; Try download Resource Finished 00:00:00.3357053;
 Debug   | 2017-02-20T14:57:18.8753633+07:00 | 0:00:00:00.2351911 | 00:01:08.5194357 | [GetResourceAsync] - for Resource '104/1010815'; Getting took 0:00:00:00.5738485;
 Debug   | 2017-02-20T14:57:18.9063660+07:00 | 0:00:00:00.0310027 | 00:01:08.5504384 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:18.9063660+07:00 | 0:00:00:00.0000000 | 00:01:08.5504384 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000898;
 Debug   | 2017-02-20T14:57:18.9063660+07:00 | 0:00:00:00.0000000 | 00:01:08.5504384 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001590;
 Debug   | 2017-02-20T14:57:18.9063660+07:00 | 0:00:00:00.0000000 | 00:01:08.5504384 | [GetResourceAsync] - for Resource '104/1010715'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:18.9068655+07:00 | 0:00:00:00.0004995 | 00:01:08.5509379 | [GetResourceAsync] - for Resource '104/1010715'; Try get Manifest-file Finished 00:00:00.0000397;
 Debug   | 2017-02-20T14:57:18.9123669+07:00 | 0:00:00:00.0055014 | 00:01:08.5564393 | [GetResourceAsync] - for Resource '104/1010715'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:19.2937178+07:00 | 0:00:00:00.3813509 | 00:01:08.9377902 | [GetResourceAsync] - for Resource '104/1010715'; Try download Resource Finished 00:00:00.3805439;
 Debug   | 2017-02-20T14:57:19.5518769+07:00 | 0:00:00:00.2581591 | 00:01:09.1959493 | [GetResourceAsync] - for Resource '104/1010715'; Getting took 0:00:00:00.6448013;
 Debug   | 2017-02-20T14:57:19.5880524+07:00 | 0:00:00:00.0361755 | 00:01:09.2321248 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:19.5880524+07:00 | 0:00:00:00.0000000 | 00:01:09.2321248 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007077;
 Debug   | 2017-02-20T14:57:19.5880524+07:00 | 0:00:00:00.0000000 | 00:01:09.2321248 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007488;
 Debug   | 2017-02-20T14:57:19.5880524+07:00 | 0:00:00:00.0000000 | 00:01:09.2321248 | [GetResourceAsync] - for Resource '104/1010615'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:19.5880524+07:00 | 0:00:00:00.0000000 | 00:01:09.2321248 | [GetResourceAsync] - for Resource '104/1010615'; Try get Manifest-file Finished 00:00:00.0000256;
 Debug   | 2017-02-20T14:57:19.5935521+07:00 | 0:00:00:00.0054997 | 00:01:09.2376245 | [GetResourceAsync] - for Resource '104/1010615'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:20.0601611+07:00 | 0:00:00:00.4666090 | 00:01:09.7042335 | [GetResourceAsync] - for Resource '104/1010615'; Try download Resource Finished 00:00:00.4665885;
 Debug   | 2017-02-20T14:57:20.2913695+07:00 | 0:00:00:00.2312084 | 00:01:09.9354419 | [GetResourceAsync] - for Resource '104/1010615'; Getting took 0:00:00:00.7024613;
 Debug   | 2017-02-20T14:57:20.3216397+07:00 | 0:00:00:00.0302702 | 00:01:09.9657121 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:20.3216397+07:00 | 0:00:00:00.0000000 | 00:01:09.9657121 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0001227;
 Debug   | 2017-02-20T14:57:20.3216397+07:00 | 0:00:00:00.0000000 | 00:01:09.9657121 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001843;
 Debug   | 2017-02-20T14:57:20.3216397+07:00 | 0:00:00:00.0000000 | 00:01:09.9657121 | [GetResourceAsync] - for Resource '104/1010515'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:20.3216397+07:00 | 0:00:00:00.0000000 | 00:01:09.9657121 | [GetResourceAsync] - for Resource '104/1010515'; Try get Manifest-file Finished 00:00:00.0000384;
 Debug   | 2017-02-20T14:57:20.3256215+07:00 | 0:00:00:00.0039818 | 00:01:09.9696939 | [GetResourceAsync] - for Resource '104/1010515'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:20.6917604+07:00 | 0:00:00:00.3661389 | 00:01:10.3358328 | [GetResourceAsync] - for Resource '104/1010515'; Try download Resource Finished 00:00:00.3657326;
 Debug   | 2017-02-20T14:57:20.9540759+07:00 | 0:00:00:00.2623155 | 00:01:10.5981483 | [GetResourceAsync] - for Resource '104/1010515'; Getting took 0:00:00:00.6317707;
 Debug   | 2017-02-20T14:57:20.9916028+07:00 | 0:00:00:00.0375269 | 00:01:10.6356752 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:20.9916028+07:00 | 0:00:00:00.0000000 | 00:01:10.6356752 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0006966;
 Debug   | 2017-02-20T14:57:20.9916028+07:00 | 0:00:00:00.0000000 | 00:01:10.6356752 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007377;
 Debug   | 2017-02-20T14:57:20.9916028+07:00 | 0:00:00:00.0000000 | 00:01:10.6356752 | [GetResourceAsync] - for Resource '104/1010415'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:20.9916028+07:00 | 0:00:00:00.0000000 | 00:01:10.6356752 | [GetResourceAsync] - for Resource '104/1010415'; Try get Manifest-file Finished 00:00:00.0000265;
 Debug   | 2017-02-20T14:57:20.9966128+07:00 | 0:00:00:00.0050100 | 00:01:10.6406852 | [GetResourceAsync] - for Resource '104/1010415'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:21.4069624+07:00 | 0:00:00:00.4103496 | 00:01:11.0510348 | [GetResourceAsync] - for Resource '104/1010415'; Try download Resource Finished 00:00:00.4101576;
 Debug   | 2017-02-20T14:57:21.6266383+07:00 | 0:00:00:00.2196759 | 00:01:11.2707107 | [GetResourceAsync] - for Resource '104/1010415'; Getting took 0:00:00:00.6346223;
 Debug   | 2017-02-20T14:57:21.6516337+07:00 | 0:00:00:00.0249954 | 00:01:11.2957061 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:21.6516337+07:00 | 0:00:00:00.0000000 | 00:01:11.2957061 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000714;
 Debug   | 2017-02-20T14:57:21.6516337+07:00 | 0:00:00:00.0000000 | 00:01:11.2957061 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001081;
 Debug   | 2017-02-20T14:57:21.6516337+07:00 | 0:00:00:00.0000000 | 00:01:11.2957061 | [GetResourceAsync] - for Resource '104/1010315'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:21.6516337+07:00 | 0:00:00:00.0000000 | 00:01:11.2957061 | [GetResourceAsync] - for Resource '104/1010315'; Try get Manifest-file Finished 00:00:00.0000273;
 Debug   | 2017-02-20T14:57:21.6551362+07:00 | 0:00:00:00.0035025 | 00:01:11.2992086 | [GetResourceAsync] - for Resource '104/1010315'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:21.9958832+07:00 | 0:00:00:00.3407470 | 00:01:11.6399556 | [GetResourceAsync] - for Resource '104/1010315'; Try download Resource Finished 00:00:00.3398814;
 Debug   | 2017-02-20T14:57:22.2295737+07:00 | 0:00:00:00.2336905 | 00:01:11.8736461 | [GetResourceAsync] - for Resource '104/1010315'; Getting took 0:00:00:00.5772924;
 Debug   | 2017-02-20T14:57:22.2685744+07:00 | 0:00:00:00.0390007 | 00:01:11.9126468 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:22.2685744+07:00 | 0:00:00:00.0000000 | 00:01:11.9126468 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0010789;
 Debug   | 2017-02-20T14:57:22.2685744+07:00 | 0:00:00:00.0000000 | 00:01:11.9126468 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0011234;
 Debug   | 2017-02-20T14:57:22.2685744+07:00 | 0:00:00:00.0000000 | 00:01:11.9126468 | [GetResourceAsync] - for Resource '104/1010215'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:22.2685744+07:00 | 0:00:00:00.0000000 | 00:01:11.9126468 | [GetResourceAsync] - for Resource '104/1010215'; Try get Manifest-file Finished 00:00:00.0000260;
 Debug   | 2017-02-20T14:57:22.2730763+07:00 | 0:00:00:00.0045019 | 00:01:11.9171487 | [GetResourceAsync] - for Resource '104/1010215'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:22.6694459+07:00 | 0:00:00:00.3963696 | 00:01:12.3135183 | [GetResourceAsync] - for Resource '104/1010215'; Try download Resource Finished 00:00:00.3963341;
 Debug   | 2017-02-20T14:57:22.8747651+07:00 | 0:00:00:00.2053192 | 00:01:12.5188375 | [GetResourceAsync] - for Resource '104/1010215'; Getting took 0:00:00:00.6056830;
 Debug   | 2017-02-20T14:57:22.9107888+07:00 | 0:00:00:00.0360237 | 00:01:12.5548612 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:22.9107888+07:00 | 0:00:00:00.0000000 | 00:01:12.5548612 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007505;
 Debug   | 2017-02-20T14:57:22.9107888+07:00 | 0:00:00:00.0000000 | 00:01:12.5548612 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007941;
 Debug   | 2017-02-20T14:57:22.9107888+07:00 | 0:00:00:00.0000000 | 00:01:12.5548612 | [GetResourceAsync] - for Resource '104/1010115'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:22.9107888+07:00 | 0:00:00:00.0000000 | 00:01:12.5548612 | [GetResourceAsync] - for Resource '104/1010115'; Try get Manifest-file Finished 00:00:00.0000269;
 Debug   | 2017-02-20T14:57:22.9157992+07:00 | 0:00:00:00.0050104 | 00:01:12.5598716 | [GetResourceAsync] - for Resource '104/1010115'; Try download Resource Started;
 Debug   | 2017-02-20T14:57:23.2699441+07:00 | 0:00:00:00.3541449 | 00:01:12.9140165 | [GetResourceAsync] - for Resource '104/1010115'; Try download Resource Finished 00:00:00.3542129;
 Debug   | 2017-02-20T14:57:23.5001022+07:00 | 0:00:00:00.2301581 | 00:01:13.1441746 | [GetResourceAsync] - for Resource '104/1010115'; Getting took 0:00:00:00.5886372;
 Debug   | 2017-02-20T14:57:23.5446341+07:00 | 0:00:00:00.0445319 | 00:01:13.1887065 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.5446341+07:00 | 0:00:00:00.0000000 | 00:01:13.1887065 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0007552;
 Debug   | 2017-02-20T14:57:23.5446341+07:00 | 0:00:00:00.0000000 | 00:01:13.1887065 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0007971;
 Debug   | 2017-02-20T14:57:23.5632058+07:00 | 0:00:00:00.0185717 | 00:01:13.2072782 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.5632058+07:00 | 0:00:00:00.0000000 | 00:01:13.2072782 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000782;
 Debug   | 2017-02-20T14:57:23.5637109+07:00 | 0:00:00:00.0005051 | 00:01:13.2077833 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001295;
 Debug   | 2017-02-20T14:57:23.5816911+07:00 | 0:00:00:00.0179802 | 00:01:13.2257635 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.5816911+07:00 | 0:00:00:00.0000000 | 00:01:13.2257635 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000752;
 Debug   | 2017-02-20T14:57:23.5816911+07:00 | 0:00:00:00.0000000 | 00:01:13.2257635 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001355;
 Debug   | 2017-02-20T14:57:23.6024874+07:00 | 0:00:00:00.0207963 | 00:01:13.2465598 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.6024874+07:00 | 0:00:00:00.0000000 | 00:01:13.2465598 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000803;
 Debug   | 2017-02-20T14:57:23.6024874+07:00 | 0:00:00:00.0000000 | 00:01:13.2465598 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001184;
 Debug   | 2017-02-20T14:57:23.6211977+07:00 | 0:00:00:00.0187103 | 00:01:13.2652701 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.6211977+07:00 | 0:00:00:00.0000000 | 00:01:13.2652701 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000782;
 Debug   | 2017-02-20T14:57:23.6211977+07:00 | 0:00:00:00.0000000 | 00:01:13.2652701 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001210;
 Debug   | 2017-02-20T14:57:23.6402389+07:00 | 0:00:00:00.0190412 | 00:01:13.2843113 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.6402389+07:00 | 0:00:00:00.0000000 | 00:01:13.2843113 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000812;
 Debug   | 2017-02-20T14:57:23.6402389+07:00 | 0:00:00:00.0000000 | 00:01:13.2843113 | [GetMetadataAsync] - for Resource '104'; Getting took 0:00:00:00.0001214;
 Debug   | 2017-02-20T14:57:23.6612260+07:00 | 0:00:00:00.0209871 | 00:01:13.3052984 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Started;
 Debug   | 2017-02-20T14:57:23.6612260+07:00 | 0:00:00:00.0000000 | 00:01:13.3052984 | [GetMetadataAsync] - for Resource '104'; Try get Manifest-file Finished 00:00:00.0000812;
