ITEM
2230	0	0
270735	S	7904,14951070
270736	S	7904,14951071
270737	S	7904,14951072
270738	S	7904,14951073
270739	S	7904,14951074
270740	S	7904,14951075
270741	S	7904,14951076
270742	S	7904,14951077
270743	S	7904,14951078
270744	S	7904,14951079
270745	S	7904,14951080
270746	S	7904,14951081
270747	S	7904,14951082
270748	S	7904,14951083
270749	S	7904,14951084
270750	S	7904,14951085
270751	S	7904,14951086
270752	S	7904,14951087
270753	S	7904,14951088
270754	S	7904,14951089
270755	S	7904,14951090
270756	S	7904,14951091
270757	S	7904,14951092
270758	S	7904,14951093
270759	S	7904,14951094
270760	S	7904,14951095
270761	S	7904,14951096
270762	S	7904,14951097
270763	S	7904,14951098
270764	S	7904,14951099
270765	S	7904,14951100
270766	S	7904,14951101
270767	S	7904,14951102
270768	S	7904,14951103
270769	S	7904,14951104
270770	S	7904,14951105
270771	S	7904,14951106
270772	S	7904,14951107
270773	S	7904,14951108
270774	S	7904,14951109
270775	S	7905,14951030
270776	S	7905,14951031
270777	S	7905,14951032
270778	S	7905,14951033
270779	S	7905,14951034
270780	S	7905,14951035
270781	S	7905,14951036
270782	S	7905,14951037
270783	S	7905,14951038
270784	S	7905,14951039
270785	S	7905,14951040
270786	S	7905,14951041
270787	S	7905,14951042
270788	S	7905,14951043
270789	S	7905,14951044
270790	S	7905,14951045
270791	S	7905,14951046
270792	S	7905,14951047
270793	S	7905,14951048
270794	S	7905,14951049
270795	S	7905,14951050
270796	S	7905,14951051
270797	S	7905,14951052
270798	S	7905,14951053
270799	S	7905,14951054
270800	S	7905,14951055
270801	S	7905,14951056
270802	S	7905,14951057
270803	S	7905,14951058
270804	S	7905,14951059
270805	S	7905,14951060
270806	S	7905,14951061
270807	S	7905,14951062
270808	S	7905,14951063
270809	S	7905,14951064
270810	S	7905,14951065
270811	S	7905,14951066
270812	S	7905,14951067
270813	S	7905,14951068
270814	S	7905,14951069
270815	S	7929,14950950
270816	S	7929,14950951
270817	S	7929,14950952
270818	S	7929,14950953
270819	S	7929,14950954
270820	S	7929,14950955
270821	S	7929,14950956
270822	S	7929,14950957
270823	S	7929,14950958
270824	S	7929,14950959
270825	S	7929,14950960
270826	S	7929,14950961
270827	S	7929,14950962
270828	S	7929,14950963
270829	S	7929,14950964
270830	S	7929,14950965
270831	S	7929,14950966
270832	S	7929,14950967
270833	S	7929,14950968
