ITEM
638	C	3,2,10015E
639	C	3,2,10015F
640	C	3,2,100160
641	C	3,2,100161
642	C	3,2,100162
643	C	3,2,100163
644	C	3,2,100164
645	C	3,2,100165
646	C	3,2,100166
647	C	3,2,100167
648	C	3,2,100168
649	C	3,2,100169
650	C	3,2,10016A
651	C	3,2,10016B
652	C	3,2,10016C
653	C	3,2,10016D
654	C	3,2,10016E
655	C	3,2,10016F
656	C	3,2,100170
657	C	3,2,100171
658	C	3,2,100172
659	C	3,2,100173
660	C	3,2,100174
661	C	3,2,100175
662	C	3,2,100176
663	C	3,2,100177
664	C	3,2,100178
665	C	3,2,100179
666	C	3,2,10017A
667	C	3,2,10017B
668	C	3,2,10017C
669	C	3,2,10017D
670	C	3,2,10017E
671	C	3,2,10017F
672	C	3,2,100180
673	C	3,2,100181
674	C	3,2,100182
675	C	3,2,100183
676	C	3,2,100184
677	C	3,2,100185
678	C	3,2,100186
679	C	3,2,100187
680	C	3,2,100188
681	C	3,2,100189
682	C	3,2,10018A
683	C	3,2,10018B
684	C	3,2,10018C
685	C	3,2,10018D
686	C	3,2,10018E
687	C	3,2,10018F
688	C	3,2,100190
689	C	3,2,100191
690	C	3,2,100192
691	C	3,2,100193
692	C	3,2,100194
693	C	3,2,100195
694	C	3,2,100196
695	C	3,2,100197
696	C	3,2,100198
697	C	3,2,100199
698	C	3,2,10019A
699	C	3,2,10019B
700	C	3,2,10019C
701	C	3,2,10019D
702	C	3,2,10019E
703	C	3,2,10019F
704	C	3,2,1001A0
705	C	3,2,1001A1
706	C	3,2,1001A2
707	C	3,2,1001A3
708	C	3,2,1001A4
709	C	3,2,1001A5
710	C	3,2,1001A6
711	C	3,2,1001A7
712	C	3,2,1001A8
713	C	3,2,1001A9
714	C	3,2,1001AA
715	C	3,2,1001AB
716	C	3,2,1001AC
717	C	3,2,1001AD
718	C	3,2,1001AE
719	C	3,2,1001AF
720	C	3,2,1001B0
721	C	3,2,1001B1
722	C	3,2,1001B2
723	C	3,2,1001B3
724	C	3,2,1001B4
725	C	3,2,1001B5
726	C	3,2,1001B6
727	C	3,2,1001B7
728	C	3,2,1001B8
729	C	3,2,1001B9
730	C	3,2,1001BA
731	C	3,2,1001BB
732	C	3,2,1001BC
733	C	3,2,1001BD
734	C	3,2,1001BE
735	C	3,2,1001BF
736	C	3,2,1001C0
737	C	3,2,1001C1
738	C	3,2,1001C2
739	C	3,2,1001C3
740	C	3,2,1001C4
741	C	3,2,1001C5
742	C	3,2,1001C6
743	C	3,2,1001C7
744	C	3,2,1001C8
745	C	3,2,1001C9
746	C	3,2,1001CA
747	C	3,2,1001CB
748	C	3,2,1001CC
749	C	3,2,1001CD
750	C	3,2,1001CE
751	C	3,2,1001CF
752	C	3,2,1001D0
753	C	3,2,1001D1
754	C	3,2,1001D2
755	C	3,2,1001D3
756	C	3,2,1001D4
757	C	3,2,1001D5
758	C	3,2,1001D6
759	C	3,2,1001D7
760	C	3,2,1001D8
761	C	3,2,1001D9
762	C	3,2,1001DA
763	C	3,2,1001DB
764	C	3,2,1001DC
765	C	3,2,1001DD
766	C	3,2,1001DE
767	C	3,2,1001DF
768	C	3,2,1001E0
769	C	3,2,1001E1
770	C	3,2,1001E2
771	C	3,2,1001E3
772	C	3,2,1001E4
773	C	3,2,1001E5
774	C	3,2,1001E6
775	C	3,2,1001E7
776	C	3,2,1001E8
777	C	3,2,1001E9
778	C	3,2,1001EA
779	C	4,2,100101
780	C	4,2,100102
781	C	4,2,100103
782	C	4,2,100104
783	C	4,2,100105
784	C	4,2,100106
785	C	4,2,100107
786	C	4,2,100108
787	C	4,2,100109
788	C	4,2,10010A
789	C	4,2,10010B
790	C	4,2,10010C
791	C	4,2,10010D
792	C	4,2,10010E
793	C	4,2,10010F
794	C	4,2,100110
795	C	4,2,100111
796	C	4,2,100112
797	C	4,2,100113
798	C	4,2,100114
799	C	4,2,100115
800	C	4,2,100116
801	C	4,2,100117
802	C	4,2,100118
803	C	4,2,100119
804	C	4,2,10011A
805	C	4,2,10011B
806	C	4,2,10011C
807	C	4,2,10011D
808	C	4,2,10011E
809	C	4,2,10011F
810	C	4,2,100120
811	C	4,2,100121
812	C	4,2,100122
813	C	4,2,100123
814	C	4,2,100124
815	C	4,2,100125
816	C	4,2,100126
817	C	4,2,100127
818	C	4,2,100128
819	C	4,2,100129
820	C	4,2,10012A
821	C	4,2,10012B
822	C	4,2,10012C
823	C	4,2,10012D
824	C	4,2,10012E
825	C	4,2,10012F
826	C	4,2,100130
827	C	4,2,100131
828	C	4,2,100132
829	C	4,2,100133
830	C	4,2,100134
831	C	4,2,100135
832	C	4,2,100136
833	C	4,2,100137
834	C	4,2,100138
835	C	4,2,100139
836	C	4,2,10013A
837	C	4,2,10013B
838	C	4,2,10013C
839	C	4,2,10013D
840	C	4,2,10013E
841	C	4,2,10013F
842	C	4,2,100140
843	C	4,2,100141
844	C	4,2,100142
845	C	4,2,100143
846	C	4,2,100144
847	C	4,2,100145
848	C	4,2,100146
849	C	4,2,100147
850	C	4,2,100148
851	C	4,2,100149
852	C	4,2,10014A
853	C	4,2,10014B
854	C	4,2,10014C
855	C	4,2,10014D
856	C	4,2,10014E
857	C	4,2,10014F
858	C	4,2,100150
859	C	4,2,100151
860	C	4,2,100152
861	C	4,2,100153
862	C	4,2,100154
863	C	4,2,100155
864	C	4,2,100156
865	C	4,2,100157
866	C	4,2,100158
867	C	4,2,100159
868	C	4,2,10015A
869	C	4,2,10015B
870	C	4,2,10015C
871	C	4,2,10015D
872	C	4,2,10015E
873	C	4,2,10015F
874	C	4,2,100160
875	C	4,2,100161
876	C	4,2,100162
877	C	4,2,100163
878	C	4,2,100164
879	C	4,2,100165
880	C	4,2,100166
881	C	4,2,100167
882	C	4,2,100168
883	C	4,2,100169
884	C	4,2,10016A
885	C	4,2,10016B
886	C	4,2,10016C
887	C	4,2,10016D
888	C	4,2,10016E
889	C	4,2,10016F
890	C	4,2,100170
891	C	4,2,100171
892	C	4,2,100172
893	C	4,2,100173
894	C	4,2,100174
895	C	4,2,100175
896	C	4,2,100176
897	C	4,2,100177
898	C	4,2,100178
899	C	4,2,100179
900	C	4,2,10017A
901	C	4,2,10017B
902	C	4,2,10017C
903	C	4,2,10017D
904	C	4,2,10017E
905	C	4,2,10017F
906	C	4,2,100180
907	C	4,2,100181
908	C	4,2,100182
909	C	4,2,100183
910	C	4,2,100184
911	C	4,2,100185
912	C	4,2,100186
913	C	4,2,100187
914	C	4,2,100188
915	C	4,2,100189
916	C	4,2,10018A
917	C	4,2,10018B
918	C	4,2,10018C
919	C	4,2,10018D
920	C	4,2,10018E
921	C	4,2,10018F
922	C	4,2,100190
923	C	4,2,100191
924	C	4,2,100192
925	C	4,2,100193
926	C	4,2,100194
927	C	4,2,100195
928	C	4,2,100196
929	C	4,2,100197
930	C	4,2,100198
931	C	4,2,100199
932	C	4,2,10019A
933	C	4,2,10019B
934	C	4,2,10019C
935	C	4,2,10019D
936	C	4,2,10019E
937	C	4,2,10019F
938	C	4,2,1001A0
939	C	4,2,1001A1
940	C	4,2,1001A2
941	C	4,2,1001A3
942	C	4,2,1001A4
943	C	4,2,1001A5
944	C	4,2,1001A6
945	C	4,2,1001A7
946	C	4,2,1001A8
947	C	4,2,1001A9
948	C	4,2,1001AA
949	C	4,2,1001AB
950	C	4,2,1001AC
951	C	4,2,1001AD
952	C	4,2,1001AE
953	C	4,2,1001AF
954	C	4,2,1001B0
955	C	4,2,1001B1
956	C	4,2,1001B2
957	C	4,2,1001B3
958	C	4,2,1001B4
959	C	4,2,1001B5
960	C	4,2,1001B6
961	C	4,2,1001B7
962	C	4,2,1001B8
963	C	4,2,1001B9
964	C	4,2,1001BA
965	C	4,2,1001BB
966	C	4,2,1001BC
967	C	4,2,1001BD
968	C	4,2,1001BE
969	C	4,2,1001BF
970	C	4,2,1001C0
971	C	4,2,1001C1
972	C	4,2,1001C2
973	C	4,2,1001C3
974	C	4,2,1001C4
975	C	4,2,1001C5
976	C	4,2,1001C6
977	C	4,2,1001C7
978	C	4,2,1001C8
979	C	4,2,1001C9
980	C	4,2,1001CA
981	C	4,2,1001CB
982	C	4,2,1001CC
983	C	4,2,1001CD
984	C	4,2,1001CE
985	C	4,2,1001CF
986	C	4,2,1001D0
987	C	4,2,1001D1
988	C	4,2,1001D2
989	C	4,2,1001D3
990	C	4,2,1001D4
991	C	4,2,1001D5
992	C	4,2,1001D6
993	C	4,2,1001D7
994	C	4,2,1001D8
995	C	4,2,1001D9
996	C	4,2,1001DA
997	C	4,2,1001DB
998	C	4,2,1001DC
999	C	4,2,1001DD
1000	C	4,2,1001DE
1001	C	4,2,1001DF
1002	C	4,2,1001E0
1003	C	4,2,1001E1
1004	C	4,2,1001E2
1005	C	4,2,1001E3
1006	C	4,2,1001E4
1007	C	4,2,1001E5
1008	C	4,2,1001E6
1009	C	4,2,1001E7
1010	C	4,2,1001E8
1011	C	4,2,1001E9
1012	C	4,2,1001EA
1013	C	4,2,1001EB
1014	C	4,2,1001EC
1015	C	4,2,1001ED
1016	C	4,2,1001EE
1017	C	4,2,1001EF
1018	C	4,2,1001F0
1019	C	4,2,1001F1
1020	C	4,2,1001F2
1021	C	4,2,1001F3
1022	C	4,2,1001F4
1023	C	4,2,1001F5
1024	C	4,2,1001F6
1025	C	4,2,1001F7
1026	C	4,2,1001F8
1027	C	5,3,100101
1028	C	5,3,100102
1029	C	5,3,100103
1030	C	5,3,100104
1031	C	5,3,100105
1032	C	5,3,100106
1033	C	5,3,100107
1034	C	5,3,100108
1035	C	5,3,100109
1036	C	5,3,10010A
1037	C	5,3,10010B
1038	C	5,3,10010C
1039	C	5,3,10010D
1040	C	5,3,10010E
1041	C	5,3,10010F
1042	C	5,3,100110
1043	C	5,3,100111
1044	C	5,3,100112
1045	C	5,3,100113
1046	C	5,3,100114
1047	C	5,3,100115
1048	C	5,3,100116
1049	C	5,3,100117
1050	C	5,3,100118
1051	C	5,3,100119
1052	C	5,3,10011A
1053	C	5,3,10011B
1054	C	5,3,10011C
1055	C	5,3,10011D
1056	C	5,3,10011E
1057	C	5,3,10011F
1058	C	5,3,100120
1059	C	5,3,100121
1060	C	5,3,100122
1061	C	5,3,100123
1062	C	5,3,100124
1065	C	5,3,100127
1066	C	5,3,100128
1067	C	5,3,100129
1068	C	5,3,10012A
1069	C	5,3,10012B
1070	C	5,3,10012C
1071	C	5,3,10012D
1072	C	5,3,10012E
1073	C	5,3,10012F
1074	C	5,3,100130
1075	C	5,3,100131
1076	C	5,3,100132
1077	C	5,3,100133
1078	C	5,3,100134
1079	C	5,3,100135
1080	C	5,3,100136
1081	C	5,3,100137
1082	C	5,3,100138
1083	C	5,3,100139
1084	C	5,3,10013A
1085	C	5,3,10013B
1086	C	5,3,10013C
1087	C	5,3,10013D
1088	C	5,3,10013E
1089	C	5,3,10013F
1090	C	5,3,100140
1091	C	5,3,100141
1092	C	5,3,100142
1093	C	5,3,100143
1094	C	5,3,100144
1095	C	5,3,100145
1096	C	5,3,100146
1097	C	5,3,100147
1098	C	5,3,100148
1099	C	5,3,100149
1100	C	5,3,10014A
1101	C	5,3,10014B
1102	C	5,3,10014C
1103	C	5,3,10014D
1104	C	5,3,10014E
1105	C	5,3,10014F
1106	C	5,3,100150
1107	C	5,3,100151
1108	C	5,3,100152
1109	C	5,3,100153
1110	C	5,3,100154
1111	C	5,3,100155
1112	C	5,3,100156
1113	C	5,3,100157
1114	C	5,3,100158
1115	C	5,3,100159
1116	C	5,3,10015A
1117	C	5,3,10015B
1118	C	5,3,10015C
1119	C	5,3,10015D
1120	C	5,3,10015E
1121	C	5,3,10015F
1122	C	5,3,100160
1123	C	5,3,100161
1124	C	5,3,100162
1125	C	5,3,100163
1126	C	5,3,100164
1127	C	5,3,100165
1128	C	5,3,100166
1129	C	5,3,100167
1130	C	5,3,100168
1131	C	5,3,100169
1132	C	5,3,10016A
1133	C	5,3,10016B
1134	C	5,3,10016C
1135	C	5,3,10016D
1136	C	5,3,10016E
1137	C	5,3,10016F
1138	C	5,3,100170
1139	C	5,3,100171
1140	C	5,3,100172
1141	C	5,3,100173
1142	C	5,3,100174
1143	C	5,3,100175
1144	C	5,3,100176
1145	C	5,3,100177
1146	C	5,3,100178
1147	C	5,3,100179
1148	C	5,3,10017A
1149	C	5,3,10017B
1150	C	5,3,10017C
1151	C	5,3,10017D
1152	C	5,3,10017E
1153	C	5,3,10017F
1154	C	5,3,100180
1155	C	5,3,100181
1156	C	5,3,100182
1157	C	5,3,100183
1158	C	5,3,100184
1159	C	5,3,100185
1160	C	5,3,100186
1161	C	5,3,100187
1162	C	5,3,100188
1163	C	5,3,100189
1164	C	5,3,10018A
1165	C	5,3,10018B
1166	C	5,3,10018C
1167	C	5,3,10018D
1168	C	5,3,10018E
1169	C	5,3,10018F
1170	C	5,3,100190
1171	C	5,3,100191
1172	C	5,3,100192
1173	C	5,3,100193
1174	C	5,3,100194
1175	C	5,3,100195
1176	C	5,3,100196
1177	C	5,3,100197
1178	C	5,3,100198
1179	C	5,3,100199
1180	C	5,3,10019A
1181	C	5,3,10019B
1182	C	5,3,10019C
1183	C	5,3,10019D
1184	C	5,3,10019E
1185	C	5,3,10019F
1186	C	5,3,1001A0
1187	C	5,3,1001A1
1188	C	5,3,1001A2
1189	C	5,3,1001A3
1190	C	5,3,1001A4
1191	C	5,3,1001A5
1192	C	5,3,1001A6
1193	C	5,3,1001A7
1194	C	5,3,1001A8
1195	C	5,3,1001A9
1196	C	5,3,1001AA
1197	C	5,3,1001AB
1198	C	5,3,1001AC
1199	C	5,3,1001AD
1200	C	5,3,1001AE
1201	C	5,3,1001AF
1202	C	5,3,1001B0
1203	C	5,3,1001B1
1204	C	5,3,1001B2
1205	C	5,3,1001B3
1206	C	5,3,1001B4
1207	C	5,3,1001B5
1208	C	5,3,1001B6
1209	C	5,3,1001B7
1210	C	5,3,1001B8
1211	C	5,3,1001B9
1212	C	5,3,1001BA
1213	C	5,3,1001BB
1214	C	5,3,1001BC
1215	C	5,3,1001BD
1216	C	5,3,1001BE
1217	C	5,3,1001BF
1218	C	5,3,1001C0
1219	C	5,3,1001C1
1220	C	5,3,1001C2
1221	C	5,3,1001C3
1222	C	5,3,1001C4
1223	C	5,3,1001C5
1224	C	5,3,1001C6
1225	C	5,3,1001C7
1226	C	5,3,1001C8
1227	C	5,3,1001C9
1228	C	5,3,1001CA
1229	C	5,3,1001CB
1230	C	5,3,1001CC
1231	C	5,3,1001CD
